task_id,external_ref,theme_id,theme_title,status,session_count
96b3318d-a38e-475a-8bdc-3ce7e9b8695f,fert-01-netafim-4g-iqoq,fertigation-system-qualification,NetaJet/Netafim Fertigation System (PP-FERT-SOP-001),ongoing,1
4d771e00-b403-4620-9afa-8171e6e974a1,qcsop-012-v3-transport-sop,sample-transport-sop,Sample Transport to Outsourced Labs SOP (PP-QC-SOP-012),ongoing,1
3654b8b8-f551-4b04-b9d0-085a610d2549,intake:ceo-memo-2026-07:01,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,completed,0
d3d20c36-dfc2-414f-83c6-48ea1648a9de,intake:ceo-memo-2026-07:02,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,ongoing,0
4852ad06-f878-4729-b8fe-c9019126d4ee,intake:ceo-memo-2026-07:03,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,ongoing,0
76340491-7ce5-4d2a-a9ce-7607b8f049fb,intake:ceo-memo-2026-07:04,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,ongoing,0
99da12e8-291e-4923-9633-e2bbabc29a1e,intake:ceo-memo-2026-07:05,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
e2587058-d9d1-44de-b79e-1ae59c4bf561,intake:ceo-memo-2026-07:06,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
7a78e72d-5dfe-4f76-848d-7102c7370437,intake:ceo-memo-2026-07:07,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
b2702d22-e55f-4d28-b18f-32ff0985e022,intake:ceo-memo-2026-07:08,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
bdf4ca4f-9617-4a03-98e5-b8c79747fd68,intake:ceo-memo-2026-07:09,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
e7b8587f-4287-4e56-b62c-d06ceac71c1a,intake:ceo-memo-2026-07:10,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
cff0aad7-7447-49b6-bfd1-f6af1c4656cd,intake:ceo-memo-2026-07:11,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
5bd71e68-f622-4a80-95d0-82e93b8c6645,intake:ceo-memo-2026-07:12,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
488c9946-e074-4fb3-97c2-8b1db44616ca,intake:ceo-memo-2026-07:13,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
69d78a05-dfdd-4f2f-83ac-9e49fcd7d65d,intake:ceo-memo-2026-07:14,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
f7ea0222-88ba-4287-905e-03bb91bfc457,intake:ceo-memo-2026-07:15,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
0a781bb9-9a1c-4442-82bb-94e3293cb664,intake:ceo-memo-2026-07:16,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
1672f392-4439-4739-8056-0932544e12d7,intake:ceo-memo-2026-07:17,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
fff4cb07-d034-4c80-936b-02a40b085493,intake:ceo-memo-2026-07:18,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
5f4ab89c-b688-412b-bd2d-d875424b2395,intake:ceo-memo-2026-07:19,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
7bcc1aa2-183d-448f-863c-b5578e31394a,intake:ceo-memo-2026-07:20,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
22961051-563a-480a-998c-e14a075e721f,intake:ceo-memo-2026-07:21,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
dbf75801-c52d-4f23-a9ba-5f741415406b,intake:ceo-memo-2026-07:22,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
f813820c-eba5-4f3f-830c-322186831bfe,intake:97757c74-fdab-4bb8-8305-b29d6619d03d,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
637f48c2-bcdf-44f8-b995-8208bd07be70,intake:d6440b3e-48ab-4732-af6c-b53d29523836,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
a1bf55d7-2bd6-4670-8bc1-282c6fdd7d39,intake:e7c46907-1d32-4b18-ba75-ca6daa01a507,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
742d82ca-9111-4da2-bbcf-2df42d94e0fb,intake:a1810d14-11e1-4d42-a2c8-632923055db1,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
bdb84118-6794-4314-bb90-249955c3981f,intake:6dfd67f8-8939-42a7-b45a-d333554633bd,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
9ee2f283-317b-44d1-a35f-227c2a1d9f7a,intake:d19617b0-af66-4378-a10e-72e05b317e6e,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
51c5f020-ec1b-473b-98f4-d55a84794872,intake:8df3bae5-7a31-469b-b571-4f71c78822f7,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
733d6d30-47e5-42c2-b858-541763c117ff,intake:73981e02-dd57-42b9-bc04-f46178242df2,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
db4a4756-a255-4ad7-8947-34e599971771,intake:6749ceab-44d0-4587-97ea-f591c61c8d46,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
bed96a96-410e-4b2c-b7ed-a9d7e8966983,intake:1ff501ba-4ab5-4d87-8730-dd75bee378c0,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
a62a2b6e-9799-422a-aac5-89ed448f1ca2,intake:fd9065d8-5081-41cb-a68c-77d246013ebd,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
c705da95-e7d1-44e2-83a8-75ca25f50446,intake:50acb1f7-99ec-42c2-85e4-1b357723e4f3,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
01e9dff8-016b-4995-a1e3-aa9fdcda6ad7,intake:ae7f01a1-4923-47c4-8b72-9b6451571917,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
d3282417-12aa-4e68-8151-7d1151248ae5,intake:a4862a60-12e4-4917-a2c6-bc50eff1fa57,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
23af68cc-26bd-4ea6-905a-3c54a26f5948,intake:e82da983-f674-48c9-b8fc-43493b6dc4ae,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
d8919b1a-fe2e-4f14-bb3f-1b1ea7d4c513,intake:645a8db2-dfe8-4659-8746-1ee1fb6ad5cb,ceo-tranche1-release-gmp-dossier,CEO Order — Tranche 1 Release & EU GMP Dossier,pending,0
df450505-39d6-47c4-875d-a46e3b98c596,intake:9d75fc0b-739a-4e01-bfdf-7e7b6d5d37aa,ceo-facility-hvac-remediation,CEO Order — Facility & HVAC Remediation,pending,0
be312844-0c7c-44f5-9f6d-827f95175e2c,intake:ebceb4bf-e410-43c7-9d77-dde3309e3fd0,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
dc0cab8f-1271-480f-93eb-c6c2ce93fc12,intake:6511dd10-90dc-4874-886b-f9339f72fec3,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
4dabeaa3-a4de-4abd-9266-fec0cdad7106,intake:95d78ae6-38e7-48ab-bb24-f636c0d940b8,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
5a944636-060c-43f1-b498-1c4eb8e49a43,intake:e194c4c1-cb74-41cb-a662-955554c81f01,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
3eb43e00-7729-4979-93b6-d836a0e30b0f,intake:a82a773b-3662-4475-a704-4ba12a37589c,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
bc348cca-a8b5-4ec2-99a8-928c1560bfda,intake:7c5c9068-a6be-485c-a160-342543380e75,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
32689d14-352b-4ae7-8109-a74b5b03379c,intake:cd858b94-be1a-4908-95e2-be1e510eb4ce,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
b99cab0d-e2cf-4735-a213-c263eaae5967,intake:2a6ea3b5-cf98-4e07-be77-7015d5f3a551,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
f764c03d-d1e9-4e65-a9b0-f5e80671225a,intake:7712fddb-f4f4-4b80-bc6f-18c23728dde5,ceo-weekly-reporting-cadence,CEO Order — Weekly Reporting Cadence,pending,0
d0d78f97-766a-4fbf-bd2b-744f91a8149d,intake:cc9edc70-d93f-410c-9fdf-81dea50f5e85,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
788b2394-8327-4da9-a8f2-4bfd31a32824,intake:8ff1ddce-de94-4732-bb9d-9be9bb9b1338,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
9ffda780-a333-415f-8df0-4d1fcc194dc7,intake:0f3e5c90-fc0a-425e-89db-e8739fd23c78,ceo-genetics-transition,CEO Order — Genetics Transition & Decontamination,pending,0
